u,l,m,25,94869528.0
u,l,m,50,48474220.0
u,l,m,100,23988936.0
u,l,m,200,13297260.0
u,l,m,400,5452608.0
u,l,m,800,1624719.5
u,l,a,25,95300488.0
u,l,a,50,48222768.0
u,l,a,100,23856290.0
u,l,a,200,13661300.0
u,l,a,400,5427660.0
u,l,a,800,1616803.25
u,h,m,25,94217144.0
u,h,m,50,48123224.0
u,h,m,100,23870926.0
u,h,m,200,13473862.0
u,h,m,400,5068904.5
u,h,m,800,1558010.5
u,h,a,25,98628992.0
u,h,a,50,48969184.0
u,h,a,100,23765182.0
u,h,a,200,12656712.0
u,h,a,400,4576002.0
u,h,a,800,1443355.0
